"X","Y","FFMC","DMC","DC","ISI","temp","RH","wind","rain","area","month","day"
9,9,69.7,71.8,72,56.1,33.3,69.6,9.4,6.4,77.3,"oct","tue"
9,9,69.6,64.7,75.1,56.1,33.3,71.9,9.4,6.4,69.9,"may","sat"
9,9,66.5,71.5,60,56.1,33.3,63.5,9.4,6.4,68.8,"jul","thu"
9,9,68.9,70.9,67.4,56.1,33.3,74.6,9.4,6.4,71.4,"jun","sat"
9,9,70.8,64.3,64.9,56.1,33.3,65.3,9.4,6.4,62.4,"jul","fri"
9,9,70.3,67.5,66.8,56.1,33.3,73.9,9.4,6.4,67,"jul","sun"
9,9,69.7,67.1,66.4,56.1,33.3,71,9.4,6.4,66.2,"aug","sat"
9,9,64.4,76.9,74.8,56.1,33.3,66.2,9.4,6.4,67.8,"jul","wed"
9,9,69.9,68.2,67.7,56.1,33.3,68.6,9.4,6.4,76.6,"jun","sun"
9,9,70.7,60.4,64,56.1,33.3,71.4,9.4,6.4,65.8,"may","sat"
9,9,72.9,72.6,68.6,56.1,33.3,67.3,9.4,6.4,75.8,"nov","mon"
9,9,74.1,68.6,70.8,56.1,33.3,77.6,9.4,6.4,65.1,"feb","mon"
9,9,59,66.1,67.3,56.1,33.3,67.6,9.4,6.4,70.4,"sep","tue"
9,9,70.2,73.3,70.5,56.1,33.3,70.2,9.4,6.4,72.7,"aug","wed"
9,9,69.4,69.7,71.7,56.1,33.3,71.9,9.4,6.4,67.9,"dec","sun"
9,9,68.3,70.7,62.8,56.1,33.3,69.2,9.4,6.4,69.3,"may","wed"
9,9,66,66.2,64.5,56.1,33.3,75.2,9.4,6.4,58.1,"jan","mon"
9,9,63.5,75.6,69.3,56.1,33.3,74.2,9.4,6.4,68.9,"dec","mon"
9,9,70.9,61.8,66.1,56.1,33.3,69.6,9.4,6.4,67.6,"may","thu"
9,9,71.7,70.7,73.7,56.1,33.3,67.9,9.4,6.4,62.8,"feb","wed"
9,9,67.6,75.1,70.7,56.1,33.3,64.5,9.4,6.4,69.5,"feb","fri"
9,9,68.2,75.1,68.1,56.1,33.3,74.9,9.4,6.4,70.9,"jan","wed"
9,9,65.4,68.4,73.2,56.1,33.3,73.4,9.4,6.4,66.5,"nov","wed"
9,9,72.5,76.1,70.5,56.1,33.3,72.2,9.4,6.4,66.4,"sep","sun"
9,9,69,66.1,73.9,56.1,33.3,64.9,9.4,6.4,67.4,"aug","sat"
9,9,64.6,66.5,69.8,56.1,33.3,71.8,9.4,6.4,74.8,"dec","wed"
9,9,67.7,67.4,75.3,56.1,33.3,65.9,9.4,6.4,70.4,"jan","fri"
9,9,63.8,65.3,74.2,56.1,33.3,66.7,9.4,6.4,70.9,"apr","thu"
9,9,65.9,75.8,67.1,56.1,33.3,63,9.4,6.4,66.2,"feb","mon"
9,9,72,61,72.6,56.1,33.3,64.7,9.4,6.4,74.5,"may","thu"
9,9,74.8,70.1,69.3,56.1,33.3,75.6,9.4,6.4,71.6,"aug","fri"
9,9,67.4,67.3,65,56.1,33.3,73.1,9.4,6.4,66,"oct","mon"
9,9,68.1,69.7,78.3,56.1,33.3,69.8,9.4,6.4,68.6,"oct","mon"
9,9,72.8,71.3,71.9,56.1,33.3,68.6,9.4,6.4,62.3,"jan","thu"
9,9,71.1,73.3,67,56.1,33.3,73.3,9.4,6.4,70.4,"apr","sun"
9,9,70.5,74.2,66.8,56.1,33.3,63.5,9.4,6.4,61.2,"jan","sat"
9,9,67.4,60.8,65.8,56.1,33.3,65.9,9.4,6.4,67.2,"may","thu"
9,9,69.6,66.3,69.9,56.1,33.3,67.3,9.4,6.4,72.8,"feb","mon"
9,9,75.4,73.3,67.2,56.1,33.3,68.3,9.4,6.4,69.1,"feb","fri"
9,9,70.1,67.3,74.8,56.1,33.3,73.9,9.4,6.4,65.4,"oct","sun"
9,9,70,70.5,71.1,56.1,33.3,76.9,9.4,6.4,63.4,"dec","mon"
9,9,65.7,65.4,68.4,56.1,33.3,66.1,9.4,6.4,68.7,"aug","tue"
9,9,67.3,68.9,71.3,56.1,33.3,63.5,9.4,6.4,69.3,"jan","thu"
9,9,70.4,68.2,70.7,56.1,33.3,69.5,9.4,6.4,66.4,"apr","fri"
9,9,78.1,73.1,72.4,56.1,33.3,68.6,9.4,6.4,67.3,"jul","sun"
9,9,71.8,72,70,56.1,33.3,73.7,9.4,6.4,69.9,"mar","sat"
9,9,65.9,69.2,73.7,56.1,33.3,71.9,9.4,6.4,70.9,"nov","sun"
9,9,76,68.7,72.3,56.1,33.3,69.1,9.4,6.4,73.9,"aug","thu"
9,9,68.9,63.2,68.5,56.1,33.3,68.4,9.4,6.4,71.1,"oct","sun"
9,9,65.5,69.5,75.7,56.1,33.3,71.1,9.4,6.4,66.1,"jun","mon"
9,9,73.4,68,67,56.1,33.3,63,9.4,6.4,62.8,"apr","fri"
9,9,65.2,71,71.5,56.1,33.3,70.4,9.4,6.4,70.4,"mar","wed"
9,9,72.7,65.1,66.3,56.1,33.3,72.5,9.4,6.4,67.3,"jun","tue"
9,9,67.4,68.3,74.5,56.1,33.3,70.7,9.4,6.4,66.8,"aug","sun"
9,9,68.1,73.1,67,56.1,33.3,73.3,9.4,6.4,63.1,"sep","mon"
9,9,65.7,66.8,63.8,56.1,33.3,69.4,9.4,6.4,74.6,"mar","sat"
9,9,71.9,71.2,73.6,56.1,33.3,68,9.4,6.4,68.9,"may","sun"
9,9,67.8,66.8,68.7,56.1,33.3,62.9,9.4,6.4,72.8,"dec","wed"
9,9,69,70.6,67.4,56.1,33.3,67.6,9.4,6.4,68.5,"aug","sun"
9,9,66.7,65.7,68.8,56.1,33.3,63.8,9.4,6.4,67.2,"jun","fri"
9,9,60.6,62.2,66.7,56.1,33.3,75.2,9.4,6.4,66.1,"jun","fri"
9,9,67.3,65.5,60.3,56.1,33.3,74,9.4,6.4,72.7,"mar","wed"
9,9,73,67.6,70.1,56.1,33.3,66,9.4,6.4,68.1,"jul","tue"
9,9,64.9,66.8,73.5,56.1,33.3,70.5,9.4,6.4,75.7,"oct","fri"
9,9,66.6,66.7,64.5,56.1,33.3,74.6,9.4,6.4,67.8,"nov","tue"
9,9,72.8,68.5,71.6,56.1,33.3,71.2,9.4,6.4,71.9,"aug","wed"
9,9,64.1,68.7,68,56.1,33.3,73.4,9.4,6.4,70.5,"jan","sun"
9,9,67.3,72.3,71.3,56.1,33.3,63.1,9.4,6.4,76.8,"jul","tue"
9,9,72.3,68.9,70.3,56.1,33.3,69,9.4,6.4,70.7,"oct","wed"
9,9,70.8,70.6,65,56.1,33.3,69.4,9.4,6.4,74,"apr","mon"
9,9,64.3,67.3,63.3,56.1,33.3,69.6,9.4,6.4,74,"mar","sun"
9,9,62.8,76.8,70.9,56.1,33.3,64.1,9.4,6.4,71.8,"mar","sat"
9,9,71.9,63.6,61,56.1,33.3,68.4,9.4,6.4,65.4,"sep","tue"
9,9,64.3,62.9,67,56.1,33.3,71.9,9.4,6.4,64.7,"feb","sun"
9,9,65.4,71.7,72.9,56.1,33.3,60.3,9.4,6.4,64.9,"mar","sun"
9,9,70.9,70.2,71.7,56.1,33.3,68.4,9.4,6.4,64.6,"may","sat"
9,9,67.8,66,67.5,56.1,33.3,69.2,9.4,6.4,73.8,"oct","thu"
9,9,62.4,70.7,66.9,56.1,33.3,67.4,9.4,6.4,67.8,"oct","tue"
9,9,63.5,69.5,72,56.1,33.3,72.5,9.4,6.4,75.7,"mar","mon"
9,9,72.2,74.7,68.6,56.1,33.3,67.3,9.4,6.4,66.7,"oct","sun"
9,9,66.7,68.8,73.2,56.1,33.3,68.9,9.4,6.4,71.3,"mar","wed"
9,9,69,66.2,72.5,56.1,33.3,72.9,9.4,6.4,69.3,"mar","tue"
9,9,64.6,59.8,71.9,56.1,33.3,68.6,9.4,6.4,63.3,"apr","wed"
9,9,73.3,71.4,62.2,56.1,33.3,69,9.4,6.4,74.2,"jul","sat"
9,9,71.3,62.3,72.1,56.1,33.3,70,9.4,6.4,65.6,"aug","sat"
9,9,76.6,73.1,68.6,56.1,33.3,66.7,9.4,6.4,73.9,"mar","fri"
9,9,64.4,70.3,65.7,56.1,33.3,69.5,9.4,6.4,69,"jun","tue"
9,9,69.7,64,72,56.1,33.3,69.1,9.4,6.4,70.4,"dec","mon"
9,9,68.1,65,71,56.1,33.3,67.8,9.4,6.4,70.9,"may","fri"
9,9,65.4,75.5,68.6,56.1,33.3,65.2,9.4,6.4,70.2,"sep","thu"
9,9,73,70.9,69.7,56.1,33.3,67.8,9.4,6.4,67.9,"dec","sat"
9,9,67.4,71.9,69,56.1,33.3,73.4,9.4,6.4,72,"mar","wed"
9,9,64.8,70.4,69.1,56.1,33.3,61.5,9.4,6.4,75,"jul","wed"
9,9,72,70.8,69.7,56.1,33.3,73.2,9.4,6.4,72.9,"mar","fri"
9,9,69.3,66.2,64,56.1,33.3,68.2,9.4,6.4,67.1,"aug","tue"
9,9,67.1,68.8,72.7,56.1,33.3,69.1,9.4,6.4,68.5,"aug","mon"
9,9,65,68.1,62.3,56.1,33.3,67.7,9.4,6.4,70.2,"sep","fri"
9,9,72,66.8,75.5,56.1,33.3,71.4,9.4,6.4,65.5,"may","wed"
9,9,67.3,67.3,72.6,56.1,33.3,70.5,9.4,6.4,67.5,"aug","wed"
9,9,73.8,70,62.7,56.1,33.3,63.2,9.4,6.4,72.9,"nov","mon"
9,9,71.5,68,66.5,56.1,33.3,74.4,9.4,6.4,69.3,"mar","wed"
9,9,72.3,65.7,61.7,56.1,33.3,69,9.4,6.4,65.4,"jan","tue"
9,9,64.7,61.5,66,56.1,33.3,71.5,9.4,6.4,66.9,"aug","wed"
9,9,66.5,66.4,66.2,56.1,33.3,81.7,9.4,6.4,73.3,"apr","sat"
9,9,72.1,71.9,68,56.1,33.3,73.6,9.4,6.4,77.5,"jul","sat"
9,9,67.3,66.1,65.9,56.1,33.3,76.9,9.4,6.4,68.3,"feb","fri"
9,9,73.8,66.3,69.5,56.1,33.3,73.6,9.4,6.4,70.3,"jul","sat"
9,9,70.8,77.2,71.2,56.1,33.3,66.6,9.4,6.4,66.8,"feb","mon"
9,9,61,66.8,62.5,56.1,33.3,63.3,9.4,6.4,68.1,"sep","thu"
9,9,68.8,69.5,70.7,56.1,33.3,66.9,9.4,6.4,75.4,"oct","fri"
9,9,72.1,63.6,71.9,56.1,33.3,67.3,9.4,6.4,73.1,"may","wed"
9,9,64.9,66.9,73,56.1,33.3,69.8,9.4,6.4,73,"apr","wed"
9,9,64.1,71.3,71.1,56.1,33.3,65.8,9.4,6.4,67.5,"nov","wed"
9,9,68.2,69.9,65.4,56.1,33.3,70.7,9.4,6.4,69.7,"jul","wed"
9,9,70.5,70.1,64.7,56.1,33.3,64.2,9.4,6.4,68,"aug","mon"
9,9,63.2,71,63.5,56.1,33.3,64.6,9.4,6.4,70.8,"jan","mon"
9,9,70,79.4,67.9,56.1,33.3,61.3,9.4,6.4,73.7,"jul","mon"
9,9,70.9,76.3,72.2,56.1,33.3,73.2,9.4,6.4,69.5,"oct","tue"
9,9,66.7,67.8,66.9,56.1,33.3,72.4,9.4,6.4,75.7,"jul","sun"
9,9,66.2,69.5,68.5,56.1,33.3,64.8,9.4,6.4,69.5,"nov","tue"
9,9,70.4,63,69.6,56.1,33.3,74.2,9.4,6.4,68.7,"jul","sun"
9,9,69,68.9,70.8,56.1,33.3,71.8,9.4,6.4,68,"oct","fri"
9,9,67.9,71.2,68.4,56.1,33.3,65.1,9.4,6.4,71.6,"jan","sun"
9,9,62.4,69.7,69.1,56.1,33.3,71.4,9.4,6.4,70,"jun","mon"
9,9,69.6,73.6,64.4,56.1,33.3,66.3,9.4,6.4,68.4,"aug","mon"
9,9,67.5,59.2,73.3,56.1,33.3,73.5,9.4,6.4,72.7,"dec","tue"
9,9,64.2,67.2,69.4,56.1,33.3,71,9.4,6.4,64,"jun","thu"
9,9,72.7,68.8,72.6,56.1,33.3,67.7,9.4,6.4,75.5,"feb","sun"
9,9,69.2,61.4,76,56.1,33.3,69.1,9.4,6.4,69.5,"feb","sat"
9,9,71.7,69,70.9,56.1,33.3,67.3,9.4,6.4,64.8,"jul","sat"
9,9,67,72.5,65.3,56.1,33.3,71.6,9.4,6.4,72.5,"jun","thu"
9,9,64,66.5,75.1,56.1,33.3,65.4,9.4,6.4,71.9,"oct","wed"
9,9,69.8,65.2,65.2,56.1,33.3,76.4,9.4,6.4,73,"aug","tue"
9,9,68.6,69.9,66.3,56.1,33.3,70.9,9.4,6.4,69.6,"nov","wed"
9,9,73.9,64.6,70.1,56.1,33.3,65.5,9.4,6.4,55.6,"may","thu"
9,9,63.3,69.6,74.4,56.1,33.3,63.2,9.4,6.4,64.5,"mar","thu"
9,9,69.9,65.5,63.6,56.1,33.3,68.5,9.4,6.4,71.1,"nov","sun"
9,9,65.6,71.6,73.4,56.1,33.3,75.5,9.4,6.4,61.1,"jun","fri"
9,9,75.4,63.4,68.3,56.1,33.3,67.1,9.4,6.4,69.9,"apr","sun"
9,9,73.4,64.3,71.6,56.1,33.3,65.6,9.4,6.4,70.4,"jun","sat"
9,9,67.5,66.2,73.5,56.1,33.3,66.2,9.4,6.4,71.2,"oct","mon"
9,9,66.7,66.3,69.6,56.1,33.3,66.5,9.4,6.4,66.7,"jan","mon"
9,9,67.9,73.1,72.5,56.1,33.3,68.7,9.4,6.4,71.6,"jun","mon"
9,9,65.5,65.9,72.6,56.1,33.3,72.4,9.4,6.4,63.5,"feb","thu"
9,9,69.3,62.7,72.2,56.1,33.3,66.9,9.4,6.4,68.9,"feb","thu"
9,9,72.6,68.4,71.4,56.1,33.3,69.7,9.4,6.4,68.6,"jan","fri"
9,9,71.8,62.8,72.9,56.1,33.3,67.2,9.4,6.4,63.9,"jan","sat"
9,9,70.8,74.3,75.8,56.1,33.3,61.1,9.4,6.4,58,"feb","tue"
9,9,70.5,63.8,68.1,56.1,33.3,66.8,9.4,6.4,65.1,"feb","fri"
9,9,75.3,62.5,72.4,56.1,33.3,64.8,9.4,6.4,70.5,"jun","mon"
9,9,66.8,66.8,68.7,56.1,33.3,68.7,9.4,6.4,71.3,"may","sun"
9,9,64.6,70.8,72.2,56.1,33.3,72.1,9.4,6.4,67.9,"aug","sat"
9,9,70.6,69.4,74,56.1,33.3,77.1,9.4,6.4,68.1,"sep","mon"
9,9,69.4,69.2,66.8,56.1,33.3,64.5,9.4,6.4,72.9,"jan","wed"
9,9,68.5,61.2,67.6,56.1,33.3,63.6,9.4,6.4,70.6,"dec","wed"
9,9,75.4,66.3,71.3,56.1,33.3,69.1,9.4,6.4,65.7,"aug","thu"
9,9,72.9,66.1,69.7,56.1,33.3,65.1,9.4,6.4,66.9,"jul","sat"
9,9,64,69.3,65.2,56.1,33.3,69.7,9.4,6.4,65.3,"feb","sun"
9,9,66.5,75.7,71.3,56.1,33.3,65.1,9.4,6.4,70,"aug","fri"
9,9,66.1,67.7,66.6,56.1,33.3,69.3,9.4,6.4,67.6,"dec","tue"
9,9,61.8,80,65.8,56.1,33.3,69.8,9.4,6.4,64.9,"aug","tue"
9,9,65.7,64.4,71.2,56.1,33.3,72.1,9.4,6.4,68.2,"nov","sat"
9,9,72.6,63,62.2,56.1,33.3,67.2,9.4,6.4,69.5,"mar","wed"
9,9,71.6,73,62.2,56.1,33.3,70.8,9.4,6.4,68.6,"dec","tue"
9,9,73.4,70.7,72.7,56.1,33.3,71.8,9.4,6.4,69.7,"mar","sun"
9,9,70.7,71.6,69.8,56.1,33.3,71.1,9.4,6.4,69,"nov","thu"
9,9,72.5,77.4,66.3,56.1,33.3,76.3,9.4,6.4,74.1,"may","thu"
9,9,73.8,71.7,65.2,56.1,33.3,71.7,9.4,6.4,72.4,"nov","tue"
9,9,66.7,68.4,58.2,56.1,33.3,72.4,9.4,6.4,72.8,"feb","tue"
9,9,69.6,71.4,70.1,56.1,33.3,72.6,9.4,6.4,68.6,"jul","sat"
9,9,71.1,67.8,69.6,56.1,33.3,69,9.4,6.4,70.4,"apr","sun"
9,9,62.6,77,64.2,56.1,33.3,69.1,9.4,6.4,64.7,"aug","fri"
9,9,75.7,63.7,65.6,56.1,33.3,71.3,9.4,6.4,67.7,"dec","tue"
9,9,71.6,66.4,70.5,56.1,33.3,71.6,9.4,6.4,76.1,"nov","fri"
9,9,68.3,68.1,67.9,56.1,33.3,69.1,9.4,6.4,74.7,"feb","wed"
9,9,69.5,68,65.2,56.1,33.3,67.6,9.4,6.4,69,"jun","tue"
9,9,72,69.7,73.9,56.1,33.3,71.1,9.4,6.4,74,"sep","wed"
9,9,71.1,68.2,67.2,56.1,33.3,63.3,9.4,6.4,69.3,"oct","fri"
9,9,70.1,69.9,72.1,56.1,33.3,68.4,9.4,6.4,56.5,"aug","sun"
9,9,66.3,75.7,70.8,56.1,33.3,72.2,9.4,6.4,58,"feb","thu"
9,9,64.7,77.2,70.6,56.1,33.3,63.9,9.4,6.4,62.7,"apr","fri"
9,9,76,62.1,76.8,56.1,33.3,70.8,9.4,6.4,72.1,"jan","sun"
9,9,74.1,73.7,69.6,56.1,33.3,68.8,9.4,6.4,70.1,"nov","thu"
9,9,65.3,66.9,69.3,56.1,33.3,59.9,9.4,6.4,69.3,"oct","sun"
9,9,75.2,73.1,69.8,56.1,33.3,68.9,9.4,6.4,70.6,"may","thu"
9,9,73.2,79.1,69.1,56.1,33.3,68.8,9.4,6.4,74.5,"jul","mon"
9,9,65.5,74.3,63.9,56.1,33.3,64.5,9.4,6.4,64.9,"jan","tue"
9,9,74.9,64.1,67.3,56.1,33.3,68.5,9.4,6.4,68,"dec","sat"
9,9,74.4,68.4,71,56.1,33.3,71,9.4,6.4,72.5,"jan","thu"
9,9,72,70.7,67.4,56.1,33.3,65.8,9.4,6.4,66.9,"jan","mon"
9,9,73.1,68.3,67.8,56.1,33.3,72,9.4,6.4,71.4,"oct","tue"
9,9,69.7,76.1,77.2,56.1,33.3,72,9.4,6.4,75,"dec","wed"
9,9,62.8,62.8,68.2,56.1,33.3,71.3,9.4,6.4,67.2,"jun","sat"
9,9,65.6,70.5,65.8,56.1,33.3,64.8,9.4,6.4,67.7,"feb","wed"
9,9,69.3,71.7,68.9,56.1,33.3,68.4,9.4,6.4,70.2,"sep","mon"
9,9,70.8,67.6,68.8,56.1,33.3,71.4,9.4,6.4,69.6,"sep","mon"
9,9,69.6,67.5,70.2,56.1,33.3,65.6,9.4,6.4,67.4,"dec","fri"
9,9,67.4,70.2,71.8,56.1,33.3,69.5,9.4,6.4,73.6,"sep","wed"
9,9,74.8,67.2,67.1,56.1,33.3,72.1,9.4,6.4,60.6,"oct","mon"
9,9,73,70.5,69,56.1,33.3,73.9,9.4,6.4,69.8,"may","mon"
9,9,69.4,70.6,76,56.1,33.3,65.6,9.4,6.4,71,"may","wed"
9,9,69.6,72.5,67.6,56.1,33.3,73.9,9.4,6.4,70.7,"jul","sun"
9,9,64.5,69.9,71.1,56.1,33.3,63.9,9.4,6.4,69.8,"sep","thu"
9,9,70.9,68,66.2,56.1,33.3,69.3,9.4,6.4,64.6,"mar","thu"
9,9,75.5,68,69.9,56.1,33.3,70.5,9.4,6.4,73.5,"may","wed"
9,9,72.3,65.5,67.4,56.1,33.3,73.1,9.4,6.4,67.4,"jun","thu"
9,9,69.7,65.3,67.2,56.1,33.3,70.9,9.4,6.4,67.4,"sep","sat"
9,9,66.9,72.8,68.2,56.1,33.3,68.8,9.4,6.4,67.6,"jun","wed"
9,9,62.2,71.6,69.7,56.1,33.3,65.6,9.4,6.4,68.4,"apr","tue"
9,9,71.5,77.4,69,56.1,33.3,72.6,9.4,6.4,67.8,"nov","wed"
9,9,73.2,66,71,56.1,33.3,69.9,9.4,6.4,69.2,"sep","fri"
9,9,72.4,70.1,67.6,56.1,33.3,70.3,9.4,6.4,66.1,"may","sun"
9,9,61.6,73.2,68.6,56.1,33.3,71,9.4,6.4,66.7,"feb","sun"
9,9,71.2,69.1,73.8,56.1,33.3,76.3,9.4,6.4,67.3,"apr","wed"
9,9,68.1,70.3,65.6,56.1,33.3,72.3,9.4,6.4,67.8,"feb","sun"
9,9,71.9,65.6,71.3,56.1,33.3,67.6,9.4,6.4,73.5,"jan","wed"
9,9,77.5,70.9,64.3,56.1,33.3,72.4,9.4,6.4,63.5,"sep","mon"
9,9,74,68.2,68.9,56.1,33.3,73.2,9.4,6.4,68.4,"sep","thu"
9,9,72.3,71.6,72.6,56.1,33.3,65.2,9.4,6.4,72.2,"feb","mon"
9,9,72,66.4,68.6,56.1,33.3,65.8,9.4,6.4,62.6,"oct","sun"
9,9,63.6,70.4,62.4,56.1,33.3,63.9,9.4,6.4,73.9,"aug","sat"
9,9,74,68.9,69.1,56.1,33.3,70.5,9.4,6.4,72.7,"jan","fri"
9,9,62.5,67.4,63.7,56.1,33.3,68.4,9.4,6.4,70.6,"jun","mon"
9,9,74.7,74.3,73.2,56.1,33.3,72.4,9.4,6.4,64.3,"feb","tue"
9,9,68.5,61.8,75.8,56.1,33.3,63.9,9.4,6.4,61.8,"jun","tue"
9,9,71.8,69.5,73,56.1,33.3,69.8,9.4,6.4,70.3,"dec","wed"
9,9,73.1,69,66.9,56.1,33.3,66.4,9.4,6.4,71.9,"nov","thu"
9,9,67.5,66.2,74.5,56.1,33.3,71.7,9.4,6.4,64,"mar","wed"
9,9,74.9,62.4,62.8,56.1,33.3,65.6,9.4,6.4,71.8,"apr","tue"
9,9,66.9,72.6,69.3,56.1,33.3,71.4,9.4,6.4,82.8,"sep","mon"
9,9,69.2,65.9,65.2,56.1,33.3,74.2,9.4,6.4,68.2,"jul","thu"
9,9,69.3,72.6,66.9,56.1,33.3,69.8,9.4,6.4,67.3,"sep","thu"
9,9,64.4,70.4,70.1,56.1,33.3,70.6,9.4,6.4,67.1,"may","sun"
9,9,68.7,74.8,63.7,56.1,33.3,73.8,9.4,6.4,73.3,"jan","fri"
9,9,69.9,67.6,74.3,56.1,33.3,71.9,9.4,6.4,66.4,"mar","tue"
9,9,71.7,64,66.4,56.1,33.3,65,9.4,6.4,73.4,"jan","sat"
9,9,73.1,72.4,71,56.1,33.3,70.2,9.4,6.4,74.6,"oct","tue"
9,9,66.2,68.9,66.1,56.1,33.3,69.5,9.4,6.4,66.8,"mar","fri"
9,9,63.1,68.3,70.1,56.1,33.3,66.8,9.4,6.4,69.1,"nov","wed"
9,9,65.2,72.9,70.6,56.1,33.3,74,9.4,6.4,70.8,"aug","thu"
9,9,69.6,66.3,69.2,56.1,33.3,74.2,9.4,6.4,69,"oct","sat"
9,9,71.2,71.8,67.7,56.1,33.3,69.3,9.4,6.4,67.2,"may","sun"
9,9,68.3,72,68.9,56.1,33.3,66.8,9.4,6.4,65.3,"may","mon"
9,9,64.8,71.5,74,56.1,33.3,67.9,9.4,6.4,64.7,"oct","tue"
9,9,61.8,68.9,69,56.1,33.3,70.1,9.4,6.4,69,"dec","tue"
9,9,67.1,68.3,70.3,56.1,33.3,64.9,9.4,6.4,65.3,"feb","sun"
9,9,69.5,61.5,73,56.1,33.3,67.5,9.4,6.4,70.4,"dec","fri"
9,9,71.8,69.8,66.3,56.1,33.3,75.4,9.4,6.4,67.6,"jun","mon"
9,9,70.5,72.6,67.3,56.1,33.3,64.5,9.4,6.4,71.6,"jun","tue"
9,9,70.9,67,76.1,56.1,33.3,69.7,9.4,6.4,66,"jan","tue"
9,9,68.6,66.5,66.7,56.1,33.3,69,9.4,6.4,75.2,"feb","wed"
9,9,72.6,64.7,73.9,56.1,33.3,71.2,9.4,6.4,67.1,"may","sun"
9,9,69.5,64.4,66.5,56.1,33.3,69.9,9.4,6.4,71,"sep","fri"
9,9,69,71.5,70.7,56.1,33.3,69.8,9.4,6.4,68.2,"aug","fri"
9,9,66,67.3,72.6,56.1,33.3,68.7,9.4,6.4,70.2,"nov","fri"
9,9,68.3,71.2,69,56.1,33.3,73,9.4,6.4,61.9,"aug","thu"
9,9,71.8,69.9,76.7,56.1,33.3,68.3,9.4,6.4,69.7,"jan","thu"
9,9,66.5,61.5,71,56.1,33.3,71.4,9.4,6.4,65.5,"oct","sun"
9,9,71.8,65.8,69.5,56.1,33.3,70.5,9.4,6.4,70.7,"oct","sun"
9,9,71.4,62,69.2,56.1,33.3,64.3,9.4,6.4,69.4,"sep","mon"
9,9,68,68.8,69.6,56.1,33.3,65.7,9.4,6.4,68.6,"mar","wed"
9,9,76.8,68.8,64.5,56.1,33.3,65.2,9.4,6.4,67.1,"mar","sat"
9,9,76.6,69.2,55.3,56.1,33.3,67.2,9.4,6.4,71.6,"sep","tue"
9,9,70.8,64,69.5,56.1,33.3,67.8,9.4,6.4,71.3,"jun","thu"
9,9,65.8,72.7,68.9,56.1,33.3,70.3,9.4,6.4,63.8,"nov","sun"
9,9,68.6,66.3,70.1,56.1,33.3,63.8,9.4,6.4,66.9,"may","wed"
9,9,67.8,65,67.3,56.1,33.3,66.9,9.4,6.4,70,"jan","sun"
9,9,74.1,69.1,76.1,56.1,33.3,70.8,9.4,6.4,63.5,"may","wed"
9,9,69.7,67.4,73.3,56.1,33.3,61.2,9.4,6.4,77,"jun","sun"
9,9,71.9,70.8,70.2,56.1,33.3,63.2,9.4,6.4,68.5,"dec","sat"
9,9,68.6,69,70.6,56.1,33.3,69.7,9.4,6.4,67.3,"sep","wed"
9,9,62,74,72.2,56.1,33.3,69.7,9.4,6.4,67.1,"feb","wed"
9,9,66.1,72.8,72.2,56.1,33.3,68.8,9.4,6.4,75.8,"feb","thu"
9,9,74.1,67.6,67.3,56.1,33.3,70.7,9.4,6.4,74.3,"jul","mon"
9,9,70.8,67.2,63.4,56.1,33.3,70.1,9.4,6.4,70,"mar","sun"
9,9,70.9,67.5,64.6,56.1,33.3,73.4,9.4,6.4,70.5,"aug","sun"
9,9,72.7,73.1,57.5,56.1,33.3,69.3,9.4,6.4,70.7,"jan","mon"
9,9,68.3,59.5,65.2,56.1,33.3,67.5,9.4,6.4,71.3,"aug","fri"
9,9,69.7,66.3,73.7,56.1,33.3,62.7,9.4,6.4,72.2,"nov","thu"
9,9,68.1,68.2,73.8,56.1,33.3,72.9,9.4,6.4,70.5,"dec","sun"
9,9,73,66.9,69.4,56.1,33.3,67,9.4,6.4,70.4,"nov","thu"
9,9,67,71.2,74.5,56.1,33.3,74.4,9.4,6.4,72.9,"mar","wed"
9,9,70.5,72.3,73,56.1,33.3,72.3,9.4,6.4,74.9,"jun","sun"
9,9,73.2,64.2,61.8,56.1,33.3,71.3,9.4,6.4,68,"feb","wed"
9,9,66,63.2,60.8,56.1,33.3,72,9.4,6.4,74.9,"may","sat"
9,9,71.3,69.8,66.8,56.1,33.3,64.1,9.4,6.4,66.1,"dec","mon"
9,9,66.3,73.7,68.7,56.1,33.3,71.6,9.4,6.4,75.2,"jun","fri"
9,9,70.1,63.6,66.1,56.1,33.3,72.5,9.4,6.4,65.6,"aug","thu"
9,9,69.3,67.6,69.3,56.1,33.3,69.5,9.4,6.4,70,"jul","sun"
9,9,68.9,68,60.5,56.1,33.3,63.2,9.4,6.4,65.6,"jun","mon"
9,9,67.1,73.1,66,56.1,33.3,64.4,9.4,6.4,68.5,"mar","sat"
9,9,66.5,70.3,76.6,56.1,33.3,70.6,9.4,6.4,64.1,"dec","fri"
9,9,70.5,69.2,75.4,56.1,33.3,67.4,9.4,6.4,69.6,"dec","sat"
9,9,62.7,66,63.2,56.1,33.3,58.7,9.4,6.4,72,"aug","thu"
9,9,69.6,64,66.6,56.1,33.3,64.8,9.4,6.4,70.4,"oct","tue"
9,9,65.4,71,76.5,56.1,33.3,72.2,9.4,6.4,69.6,"jul","mon"
9,9,74.2,70.4,65,56.1,33.3,68.4,9.4,6.4,71.7,"feb","sun"
